support,itemsets
0.0068,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=anonymous.com', 'Hour=Hour_0_5'})"
0.0068,"frozenset({'Amt=Amt_Low', 'isFraud=1', 'Card1=card1_other'})"
0.0068,"frozenset({'Email=gmail.com', 'ProductCD=R', 'DeviceType=desktop', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0068,"frozenset({'Email=email_other', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0068,"frozenset({'Email=hotmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00675,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=12839'})"
0.00675,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=W', 'Hour=Hour_6_11'})"
0.00675,"frozenset({'isFraud=0', 'Email=email_other', 'ProductCD=C', 'Card1=card1_other'})"
0.00675,"frozenset({'ProductCD=C', 'Email=email_other', 'Card1=card1_other'})"
0.00675,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.00675,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'DeviceType=missing', 'Hour=Hour_6_11'})"
0.00675,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Hour=Hour_6_11'})"
0.00675,"frozenset({'ProductCD=C', 'DeviceType=desktop', 'Email=hotmail.com', 'Hour=Hour_18_23'})"
0.00675,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.00675,"frozenset({'DeviceType=desktop', 'Email=comcast.net'})"
0.00675,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=12839'})"
0.00675,"frozenset({'ProductCD=W', 'Card1=12839'})"
0.00675,"frozenset({'Amt=Amt_Med', 'Card1=9500'})"
0.00675,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_6_11'})"
0.00675,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'DeviceType=mobile'})"
0.0067,"frozenset({'Email=anonymous.com', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0067,"frozenset({'isFraud=0', 'Email=yahoo.com', 'DeviceType=desktop', 'Amt=Amt_Med'})"
0.0067,"frozenset({'isFraud=0', 'Email=hotmail.com', 'Card1=15885'})"
0.0067,"frozenset({'Email=comcast.net', 'Amt=Amt_High'})"
0.0067,"frozenset({'isFraud=0', 'Email=email_other', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0067,"frozenset({'Email=gmail.com', 'Amt=Amt_High', 'ProductCD=H'})"
0.0067,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.0067,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.0067,"frozenset({'Email=email_other', 'ProductCD=R'})"
0.0067,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_18_23'})"
0.0067,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Email=comcast.net'})"
0.0067,"frozenset({'isFraud=0', 'ProductCD=C', 'Email=hotmail.com', 'Card1=15885'})"
0.0067,"frozenset({'ProductCD=S', 'Email=missing', 'Hour=Hour_0_5'})"
0.0067,"frozenset({'isFraud=0', 'Card1=17188', 'Amt=Amt_High'})"
0.0067,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=email_other'})"
0.0067,"frozenset({'Email=email_other', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0067,"frozenset({'Amt=Amt_Med', 'Email=yahoo.com', 'DeviceType=desktop'})"
0.0067,"frozenset({'isFraud=1', 'Hour=Hour_12_17'})"
0.0067,"frozenset({'ProductCD=S', 'Hour=Hour_0_5'})"
0.00665,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'Card1=16659', 'isFraud=0', 'DeviceType=desktop'})"
0.00665,"frozenset({'Card1=16659', 'DeviceType=desktop'})"
0.00665,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=12839'})"
0.00665,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'DeviceType=mobile'})"
0.00665,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_6_11'})"
0.00665,"frozenset({'isFraud=0', 'ProductCD=R', 'Amt=Amt_Med', 'DeviceType=mobile'})"
0.00665,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=email_other', 'DeviceType=missing'})"
0.00665,"frozenset({'isFraud=0', 'ProductCD=C', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.00665,"frozenset({'ProductCD=C', 'Email=anonymous.com', 'DeviceType=desktop'})"
0.00665,"frozenset({'Email=comcast.net', 'isFraud=0', 'Amt=Amt_High'})"
0.00665,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.00665,"frozenset({'isFraud=0', 'Card1=17188', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'Amt=Amt_Low', 'Email=email_other', 'DeviceType=missing'})"
0.00665,"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'Email=missing', 'Hour=Hour_12_17'})"
0.00665,"frozenset({'isFraud=0', 'Email=anonymous.com', 'DeviceType=mobile', 'Card1=card1_other'})"
0.00665,"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'Hour=Hour_12_17'})"
0.00665,"frozenset({'Email=anonymous.com', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.00665,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.00665,"frozenset({'Card1=card1_other', 'ProductCD=R', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.00665,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=12839'})"
0.0066,"frozenset({'Email=icloud.com', 'Card1=card1_other'})"
0.0066,"frozenset({'isFraud=1', 'DeviceType=mobile'})"
0.0066,"frozenset({'Email=msn.com', 'Card1=card1_other'})"
0.0066,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'ProductCD=H', 'Card1=card1_other'})"
0.0066,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Email=anonymous.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0066,"frozenset({'ProductCD=R', 'Email=yahoo.com', 'DeviceType=desktop'})"
0.0066,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0066,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.0066,"frozenset({'isFraud=0', 'ProductCD=C', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0066,"frozenset({'isFraud=0', 'ProductCD=W', 'Amt=Amt_Med', 'Hour=Hour_6_11'})"
0.0066,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_6_11'})"
0.0066,"frozenset({'Amt=Amt_Low', 'Email=anonymous.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0066,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=S', 'Hour=Hour_18_23'})"
0.0066,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'Card1=card1_other', 'isFraud=0', 'DeviceType=mobile'})"
0.0066,"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0066,"frozenset({'ProductCD=R', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'DeviceType=mobile'})"
0.00655,"frozenset({'Card1=6019', 'Amt=Amt_High'})"
0.00655,"frozenset({'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_0_5'})"
0.00655,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00655,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=aol.com', 'Card1=card1_other'})"
0.00655,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_0_5'})"
0.00655,"frozenset({'Hour=Hour_18_23', 'Card1=15885'})"
0.00655,"frozenset({'isFraud=0', 'Email=email_other', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.00655,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Email=anonymous.com', 'isFraud=0', 'ProductCD=H'})"
0.00655,"frozenset({'Email=email_other', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.00655,"frozenset({'ProductCD=C', 'Hour=Hour_18_23', 'Card1=15885'})"
0.00655,"frozenset({'Amt=Amt_Med', 'Email=hotmail.com', 'Hour=Hour_0_5'})"
0.00655,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=gmail.com', 'DeviceType=mobile'})"
0.00655,"frozenset({'isFraud=0', 'ProductCD=R', 'Email=yahoo.com', 'DeviceType=desktop'})"
0.00655,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.00655,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Email=anonymous.com', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00655,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.00655,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0065,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0065,"frozenset({'isFraud=0', 'Email=icloud.com', 'Card1=card1_other'})"
0.0065,"frozenset({'Amt=Amt_Low', 'ProductCD=S', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0065,"frozenset({'isFraud=0', 'ProductCD=S', 'Hour=Hour_0_5'})"
0.0065,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=S', 'Hour=Hour_12_17'})"
0.0065,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.0065,"frozenset({'Amt=Amt_Med', 'isFraud=1', 'Card1=card1_other'})"
0.0065,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'ProductCD=H'})"
0.0065,"frozenset({'isFraud=0', 'ProductCD=S', 'Email=missing', 'Hour=Hour_0_5'})"
0.0065,"frozenset({'isFraud=0', 'Card1=9500', 'Amt=Amt_Med'})"
0.0065,"frozenset({'Email=gmail.com', 'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_High'})"
0.0065,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'isFraud=0', 'Email=anonymous.com'})"
0.00645,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Email=hotmail.com'})"
0.00645,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=hotmail.com'})"
0.00645,"frozenset({'DeviceType=missing', 'Email=comcast.net', 'Card1=card1_other'})"
0.00645,"frozenset({'isFraud=0', 'Email=anonymous.com', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.00645,"frozenset({'isFraud=0', 'Amt=Amt_High', 'Card1=15066'})"
0.00645,"frozenset({'DeviceType=missing', 'Amt=Amt_Low', 'Email=hotmail.com', 'Card1=card1_other'})"
0.00645,"frozenset({'isFraud=0', 'Email=msn.com', 'Card1=card1_other'})"
0.00645,"frozenset({'ProductCD=C', 'Card1=3154'})"
0.00645,frozenset({'Card1=3154'})
0.00645,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0'})"
0.0064,"frozenset({'isFraud=0', 'ProductCD=C', 'Hour=Hour_18_23', 'Card1=15885'})"
0.0064,"frozenset({'Amt=Amt_Low', 'Hour=Hour_12_17', 'Email=hotmail.com', 'Card1=card1_other'})"
0.0064,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com'})"
0.0064,"frozenset({'isFraud=0', 'DeviceType=mobile', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.0064,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0'})"
0.0064,"frozenset({'DeviceType=missing', 'Email=aol.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0064,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=mobile'})"
0.0064,"frozenset({'ProductCD=C', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_18_23', 'DeviceType=mobile'})"
0.0064,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=comcast.net', 'Card1=card1_other'})"
0.0064,"frozenset({'isFraud=0', 'ProductCD=C', 'Email=anonymous.com', 'DeviceType=desktop'})"
0.0064,"frozenset({'ProductCD=W', 'Card1=17188', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0064,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=17188', 'Amt=Amt_High'})"
0.0064,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=17188', 'Amt=Amt_High'})"
0.0064,"frozenset({'Email=hotmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0'})"
0.0064,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=email_other', 'Hour=Hour_0_5'})"
0.0064,"frozenset({'Amt=Amt_Low', 'Email=email_other', 'Hour=Hour_0_5'})"
0.0064,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=aol.com', 'Card1=card1_other'})"
0.0064,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'Email=aol.com'})"
0.0064,"frozenset({'Email=yahoo.com', 'Hour=Hour_6_11'})"
0.0064,"frozenset({'isFraud=0', 'Hour=Hour_18_23', 'Card1=15885'})"
0.0064,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'ProductCD=W', 'Email=hotmail.com'})"
0.0064,"frozenset({'ProductCD=C', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00635,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'ProductCD=H'})"
0.00635,"frozenset({'Email=gmail.com', 'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0'})"
0.00635,"frozenset({'isFraud=0', 'ProductCD=C', 'Card1=3154'})"
0.00635,"frozenset({'ProductCD=W', 'Card1=18132'})"
0.00635,"frozenset({'DeviceType=missing', 'Card1=18132'})"
0.00635,"frozenset({'isFraud=0', 'Card1=3154'})"
0.00635,"frozenset({'ProductCD=W', 'Email=aol.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.00635,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=18132'})"
0.00635,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.00635,"frozenset({'ProductCD=R', 'Email=gmail.com', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.00635,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'ProductCD=H'})"
0.00635,"frozenset({'Card1=6019', 'isFraud=0', 'Amt=Amt_High'})"
0.0063,"frozenset({'Amt=Amt_Med', 'Email=email_other', 'DeviceType=desktop'})"
0.0063,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_18_23'})"
0.0063,"frozenset({'Amt=Amt_Low', 'Email=aol.com', 'Hour=Hour_18_23'})"
0.0063,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'ProductCD=H'})"
0.0063,"frozenset({'ProductCD=C', 'Email=gmail.com', 'DeviceType=desktop', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0063,"frozenset({'Email=missing', 'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_18_23'})"
0.0063,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.0063,"frozenset({'Card1=card1_other', 'Email=missing', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0063,"frozenset({'Email=hotmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0'})"
0.00625,"frozenset({'Email=anonymous.com', 'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.00625,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=11207'})"
0.00625,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=11207'})"
0.00625,"frozenset({'isFraud=0', 'ProductCD=W', 'Card1=18132'})"
0.00625,"frozenset({'Email=email_other', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00625,"frozenset({'ProductCD=W', 'Card1=11207'})"
0.00625,"frozenset({'DeviceType=missing', 'Card1=11207'})"
0.00625,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=11207'})"
0.00625,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.00625,"frozenset({'Amt=Amt_Low', 'Email=email_other', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.00625,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Email=aol.com'})"
0.00625,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=11207'})"
0.00625,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=comcast.net', 'Card1=card1_other'})"
0.00625,"frozenset({'Email=gmail.com', 'ProductCD=R', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00625,"frozenset({'DeviceType=missing', 'isFraud=0', 'ProductCD=W', 'Card1=18132'})"
0.00625,"frozenset({'Amt=Amt_Med', 'ProductCD=C', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.00625,"frozenset({'ProductCD=W', 'Email=comcast.net', 'Card1=card1_other'})"
0.00625,"frozenset({'ProductCD=C', 'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00625,"frozenset({'DeviceType=missing', 'isFraud=0', 'Card1=18132'})"
0.00625,"frozenset({'DeviceType=missing', 'Hour=Hour_12_17', 'Email=hotmail.com', 'Card1=card1_other'})"
0.00625,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com'})"
0.0062,"frozenset({'ProductCD=W', 'Email=comcast.net', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0'})"
0.0062,"frozenset({'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.0062,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'Hour=Hour_0_5'})"
0.0062,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_6_11'})"
0.0062,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.0062,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0062,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=comcast.net', 'Card1=card1_other'})"
0.0062,"frozenset({'Amt=Amt_Med', 'ProductCD=R', 'Email=gmail.com', 'DeviceType=desktop'})"
0.0062,"frozenset({'DeviceType=missing', 'Card1=17188', 'Hour=Hour_18_23'})"
0.0062,"frozenset({'DeviceType=missing', 'Email=email_other', 'Hour=Hour_0_5'})"
0.0062,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_12_17', 'DeviceType=mobile', 'ProductCD=H'})"
0.0062,"frozenset({'DeviceType=mobile', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0062,"frozenset({'ProductCD=W', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.0062,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=anonymous.com', 'Hour=Hour_0_5'})"
0.0062,"frozenset({'Email=missing', 'Hour=Hour_6_11'})"
0.0062,"frozenset({'Email=comcast.net', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'ProductCD=H', 'Email=gmail.com', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Card1=17188', 'Hour=Hour_18_23'})"
0.00615,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'Hour=Hour_0_5'})"
0.00615,"frozenset({'Email=hotmail.com', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'ProductCD=W', 'Email=anonymous.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.00615,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=anonymous.com', 'Hour=Hour_0_5'})"
0.00615,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=hotmail.com', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'Amt=Amt_Med', 'Hour=Hour_18_23', 'Email=hotmail.com', 'Card1=card1_other'})"
0.00615,"frozenset({'isFraud=0', 'Email=sbcglobal.net'})"
0.00615,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.00615,frozenset({'Email=sbcglobal.net'})
0.00615,"frozenset({'Email=gmail.com', 'ProductCD=R', 'DeviceType=desktop', 'Amt=Amt_Med', 'isFraud=0'})"
0.00615,"frozenset({'Amt=Amt_Med', 'Email=gmail.com', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.00615,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=aol.com', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'Card1=card1_other', 'Email=aol.com', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'ProductCD=S', 'Email=missing', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'ProductCD=W', 'Card1=17188', 'Hour=Hour_18_23'})"
0.00615,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=hotmail.com', 'Card1=card1_other'})"
0.00615,"frozenset({'ProductCD=H', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'isFraud=0', 'DeviceType=mobile', 'Amt=Amt_High', 'ProductCD=H'})"
0.00615,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Amt=Amt_High', 'Hour=Hour_18_23'})"
0.00615,"frozenset({'isFraud=0', 'Email=comcast.net', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'ProductCD=C', 'Email=hotmail.com', 'DeviceType=desktop', 'isFraud=0', 'Hour=Hour_18_23'})"
0.00615,"frozenset({'DeviceType=desktop', 'Email=anonymous.com', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00615,"frozenset({'ProductCD=S', 'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0061,"frozenset({'Email=gmail.com', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.0061,"frozenset({'isFraud=0', 'Email=email_other', 'DeviceType=desktop', 'Amt=Amt_Med'})"
0.0061,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0061,"frozenset({'Email=hotmail.com', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0'})"
0.0061,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Email=anonymous.com'})"
0.0061,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=anonymous.com'})"
0.00605,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=email_other', 'Hour=Hour_0_5'})"
0.00605,"frozenset({'ProductCD=S', 'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_18_23'})"
0.00605,"frozenset({'isFraud=0', 'ProductCD=C', 'Card1=9633'})"
0.00605,"frozenset({'Email=email_other', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.00605,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=anonymous.com', 'Amt=Amt_Med'})"
0.00605,"frozenset({'isFraud=0', 'Card1=9633'})"
0.00605,"frozenset({'isFraud=0', 'Email=missing', 'Hour=Hour_6_11'})"
0.00605,"frozenset({'ProductCD=C', 'DeviceType=mobile', 'Hour=Hour_12_17'})"
0.00605,"frozenset({'DeviceType=missing', 'ProductCD=C', 'Email=hotmail.com'})"
0.00605,"frozenset({'Card1=card1_other', 'Email=anonymous.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00605,"frozenset({'isFraud=1', 'Amt=Amt_High', 'Card1=card1_other'})"
0.00605,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'Email=anonymous.com', 'DeviceType=missing', 'isFraud=0'})"
0.00605,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_12_17'})"
0.00605,"frozenset({'DeviceType=missing', 'Card1=card1_other', 'Email=anonymous.com', 'Hour=Hour_12_17'})"
0.00605,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.00605,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'ProductCD=S', 'Email=missing', 'Hour=Hour_18_23'})"
0.00605,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'ProductCD=S', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
